ex_type,ex_name,ex_body_area,target_muscle,secondary_muscle_1,secondary_muscle_2,equipment
Muscle,3/4 Sit-Up,Core,Abs,Hip Flexors,Lower Back,None
Muscle,45° Side Bend,Core,Abs,Obliques,,None
Muscle,Air Bike,Core,Abs,Hip Flexors,,None
Muscle,All Fours Squad Stretch,Upper Legs,Quads,Hamstrings,Glutes,None
Muscle,Alternate Heel Touchers,Core,Abs,Obliques,,None
Muscle,Alternate Lateral Pulldown,Back,Lats,Biceps,Rhomboids,Cable
Muscle,Ankle Circles,Lower Legs,Calves,Ankle Stabilizers,,None
Muscle,Archer Pull Up,Back,Lats,Biceps,Forearms,None
Muscle,Archer Push Up,Chest,Pectorals,Triceps,Shoulders,None
Muscle,Arm Slingers Hanging Bent Knee Legs,Core,Abs,Shoulders,Back,None
Muscle,Arm Slingers Hanging Straight Legs,Core,Abs,Shoulders,Back,None
Muscle,Arms Apart Circular Toe Touch (Male),Upper Legs,Glutes,Hamstrings,Quadriceps,None
Muscle,Arms Overhead Full Sit-Up (Male),Core,Abs,Hip Flexors,Lower Back,None
Muscle,Assisted Chest Dip (Kneeling),Chest,Pectorals,Triceps,Shoulders,Leverage Machine
Muscle,Assisted Hanging Knee Raise,Core,Abs,Hip Flexors,,Assisted
Muscle,Assisted Hanging Knee Raise With Throw Down,Core,Abs,Hip Flexors,Lower Back,Assisted
Muscle,Assisted Lying Calves Stretch,Lower Legs,Calves,Hamstrings,,Assisted
Muscle,Assisted Lying Glutes Stretch,Upper Legs,Glutes,Hamstrings,,Assisted
Muscle,Assisted Lying Gluteus And Piriformis Stretch,Upper Legs,Glutes,Hamstrings,,Assisted
Muscle,Assisted Lying Leg Raise With Lateral Throw Down,Core,Abs,Hip Flexors,Obliques,Assisted
Muscle,Assisted Lying Leg Raise With Throw Down,Core,Abs,Hip Flexors,Quadriceps,Assisted
Muscle,Assisted Motion Russian Twist,Core,Abs,Obliques,Lower Back,Medicine Ball
Muscle,Assisted Parallel Close Grip Pull-Up,Back,Lats,Biceps,Forearms,Leverage Machine
Muscle,Assisted Prone Hamstring,Upper Legs,Hamstrings,Glutes,Lower Back,Assisted
Muscle,Assisted Prone Lying Quads Stretch,Upper Legs,Quads,Hamstrings,Glutes,Assisted
Muscle,Assisted Prone Rectus Femoris Stretch,Core,Abs,Quadriceps,,Assisted
Muscle,Assisted Pull-Up,Back,Lats,Biceps,Forearms,Leverage Machine
Muscle,Assisted Seated Pectoralis Major Stretch With Stability Ball,Chest,Pectorals,Shoulders,Triceps,Assisted
Muscle,Assisted Side Lying Adductor Stretch,Upper Legs,Adductors,Hamstrings,Glutes,Assisted
Muscle,Assisted Sit-Up,Core,Abs,Hip Flexors,,Assisted
Muscle,Assisted Standing Chin-Up,Back,Lats,Biceps,Forearms,Leverage Machine
Muscle,Assisted Standing Pull-Up,Back,Lats,Biceps,Forearms,Leverage Machine
Muscle,Assisted Standing Triceps Extension (With Towel),Upper Arms,Triceps,Shoulders,,Assisted
Muscle,Assisted Triceps Dip (Kneeling),Upper Arms,Triceps,Chest,Shoulders,Leverage Machine
Muscle,Assisted Wide-Grip Chest Dip (Kneeling),Chest,Pectorals,Triceps,Shoulders,Leverage Machine
Cardio,Astride Jumps (Male),Cardio,Cardio,Quadriceps,Hamstrings,None
Cardio,Back And Forth Step,Cardio,Cardio,Quadriceps,Hamstrings,None
Muscle,Back Extension On Exercise Ball,Back,Spine,Glutes,Hamstrings,Stability Ball
Muscle,Back Lever,Back,Upper Back,Biceps,Forearms,None
Muscle,Back Pec Stretch,Back,Lats,Shoulders,Chest,None
Muscle,Backward Jump,Upper Legs,Quads,Hamstrings,Glutes,None
Muscle,Balance Board,Upper Legs,Quads,Calves,Hamstrings,None
Muscle,Band Alternating Biceps Curl,Upper Arms,Biceps,Forearms,,Band
Muscle,Band Alternating V-Up,Core,Abs,Hip Flexors,,Band
Muscle,Band Assisted Pull-Up,Back,Lats,Biceps,Forearms,Band
Muscle,Band Assisted Wheel Rollerout,Core,Abs,Lower Back,,Band
Muscle,Band Bench Press,Chest,Pectorals,Triceps,Shoulders,Band
Muscle,Band Bent-Over Hip Extension,Upper Legs,Glutes,Hamstrings,Lower Back,Band
Muscle,Band Bicycle Crunch,Core,Abs,Hip Flexors,Obliques,Band
Muscle,Band Close-Grip Pulldown,Back,Lats,Biceps,Forearms,Band
Muscle,Band Close-Grip Push-Up,Upper Arms,Triceps,Chest,Shoulders,Band
Muscle,Band Concentration Curl,Upper Arms,Biceps,Forearms,,Band
Muscle,Band Fixed Back Close Grip Pulldown,Back,Lats,Biceps,Forearms,Band
Muscle,Band Fixed Back Underhand Pulldown,Back,Lats,Biceps,Rhomboids,Band
Muscle,Band Front Lateral Raise,Shoulders,Delts,Traps,Upper Back,Band
Muscle,Band Front Raise,Shoulders,Delts,Triceps,Upper Back,Band
Muscle,Band Hip Lift,Upper Legs,Glutes,Hamstrings,Quadriceps,Band
Muscle,Band Horizontal Pallof Press,Core,Abs,Obliques,Glutes,Band
Muscle,Band Jack Knife Sit-Up,Core,Abs,Hip Flexors,,Band
Muscle,Band Kneeling One Arm Pulldown,Back,Lats,Biceps,Rhomboids,Band
Muscle,Band Kneeling Twisting Crunch,Core,Abs,Obliques,,Band
Muscle,Band Lying Hip Internal Rotation,Upper Legs,Glutes,Hamstrings,Quadriceps,Band
Muscle,Band Lying Straight Leg Raise,Core,Abs,Hip Flexors,,Band
Muscle,Band One Arm Overhead Biceps Curl,Upper Arms,Biceps,Forearms,Shoulders,Band
Muscle,Band One Arm Single Leg Split Squat,Upper Legs,Quads,Glutes,Hamstrings,Band
Muscle,Band One Arm Standing Low Row,Back,Upper Back,Biceps,Shoulders,Band
Muscle,Band One Arm Twisting Chest Press,Chest,Pectorals,Shoulders,Triceps,Band
Muscle,Band One Arm Twisting Seated Row,Back,Upper Back,Biceps,Shoulders,Band
Muscle,Band Pull Through,Upper Legs,Glutes,Hamstrings,Lower Back,Band
Muscle,Band Push Sit-Up,Core,Abs,Shoulders,Chest,Band
Muscle,Band Reverse Fly,Shoulders,Delts,Upper Back,Trapezius,Band
Muscle,Band Reverse Wrist Curl,Lower Arms,Forearms,Forearms,,Band
Muscle,Band Seated Hip Internal Rotation,Upper Legs,Glutes,Hamstrings,Quadriceps,Band
Muscle,Band Seated Twist,Core,Abs,Obliques,,Band
Muscle,Band Shoulder Press,Shoulders,Delts,Triceps,Upper Back,Band
Muscle,Band Shrug,Back,Traps,Shoulders,,Band
Muscle,Band Side Triceps Extension,Upper Arms,Triceps,Shoulders,,Band
Muscle,Band Single Leg Calf Raise,Lower Legs,Calves,Ankles,Feet,Band
Muscle,Band Single Leg Reverse Calf Raise,Lower Legs,Calves,Hamstrings,Glutes,Band
Muscle,Band Single Leg Split Squat,Upper Legs,Quads,Glutes,Hamstrings,Band
Muscle,Band Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Band
Muscle,Band Squat Row,Upper Legs,Glutes,Hamstrings,Quadriceps,Band
Muscle,Band Standing Crunch,Core,Abs,Obliques,,Band
Muscle,Band Standing Rear Delt Row,Shoulders,Delts,Trapezius,Rhomboids,Band
Muscle,Band Standing Twisting Crunch,Core,Abs,Obliques,,Band
Muscle,Band Step-Up,Upper Legs,Glutes,Quadriceps,Hamstrings,Band
Muscle,Band Stiff Leg Deadlift,Upper Legs,Glutes,Hamstrings,Lower Back,Band
Muscle,Band Straight Back Stiff Leg Deadlift,Upper Legs,Glutes,Hamstrings,Lower Back,Band
Muscle,Band Straight Leg Deadlift,Back,Spine,Hamstrings,Glutes,Band
Muscle,Band Twisting Overhead Press,Shoulders,Delts,Triceps,Upper Back,Band
Muscle,Band Two Legs Calf Raise - (Band Under Both Legs) V. 2,Lower Legs,Calves,Ankles,Feet,Band
Muscle,Band Underhand Pulldown,Back,Lats,Biceps,Forearms,Band
Muscle,Band V-Up,Core,Abs,Hip Flexors,,Band
Muscle,Band Vertical Pallof Press,Core,Abs,Obliques,Glutes,Band
Muscle,Band Wrist Curl,Lower Arms,Forearms,Biceps,Triceps,Band
Muscle,Band Y-Raise,Shoulders,Delts,Traps,Rhomboids,Band
Muscle,Barbell Alternate Biceps Curl,Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Bench Front Squat,Upper Legs,Quads,Hamstrings,Glutes,Barbell
Muscle,Barbell Bench Press,Chest,Pectorals,Triceps,Shoulders,Barbell
Muscle,Barbell Bench Squat,Upper Legs,Quads,Glutes,Hamstrings,Barbell
Muscle,Barbell Bent Arm Pullover,Back,Lats,Triceps,Chest,Barbell
Muscle,Barbell Bent Over Row,Back,Upper Back,Biceps,Forearms,Barbell
Muscle,Barbell Biceps Curl (With Arm Blaster),Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Clean And Press,Upper Legs,Quads,Hamstrings,Glutes,Barbell
Muscle,Barbell Clean-Grip Front Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Close-Grip Bench Press,Upper Arms,Triceps,Chest,Shoulders,Barbell
Muscle,Barbell Curl,Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Deadlift,Upper Legs,Glutes,Hamstrings,Lower Back,Barbell
Muscle,Barbell Decline Bench Press,Chest,Pectorals,Triceps,Shoulders,Barbell
Muscle,Barbell Decline Bent Arm Pullover,Back,Lats,Triceps,Chest,Barbell
Muscle,Barbell Decline Close Grip To Skull Press,Upper Arms,Triceps,Chest,Shoulders,Barbell
Muscle,Barbell Decline Pullover,Chest,Pectorals,Triceps,Shoulders,Barbell
Muscle,Barbell Decline Wide-Grip Press,Chest,Pectorals,Triceps,Shoulders,Barbell
Muscle,Barbell Decline Wide-Grip Pullover,Back,Lats,Triceps,Chest,Barbell
Muscle,Barbell Drag Curl,Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Floor Calf Raise,Lower Legs,Calves,Hamstrings,,Barbell
Muscle,Barbell Front Chest Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Front Raise,Shoulders,Delts,Biceps,Triceps,Barbell
Muscle,Barbell Front Raise And Pullover,Chest,Pectorals,Deltoids,Triceps,Barbell
Muscle,Barbell Front Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Full Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Full Squat (Back Pov),Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Full Squat (Side Pov),Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Full Zercher Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Glute Bridge,Upper Legs,Glutes,Hamstrings,Lower Back,Barbell
Muscle,Barbell Glute Bridge Two Legs On Bench (Male),Upper Legs,Glutes,Hamstrings,Core,Barbell
Muscle,Barbell Good Morning,Upper Legs,Hamstrings,Lower Back,,Barbell
Muscle,Barbell Guillotine Bench Press,Chest,Pectorals,Shoulders,Triceps,Barbell
Muscle,Barbell Hack Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell High Bar Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Incline Bench Press,Chest,Pectorals,Shoulders,Triceps,Barbell
Muscle,Barbell Incline Close Grip Bench Press,Upper Arms,Triceps,Chest,Shoulders,Barbell
Muscle,Barbell Incline Reverse-Grip Press,Upper Arms,Triceps,Chest,Shoulders,Barbell
Muscle,Barbell Incline Row,Back,Upper Back,Biceps,Forearms,Barbell
Muscle,Barbell Incline Shoulder Raise,Chest,Serratus Anterior,Deltoids,Trapezius,Barbell
Muscle,Barbell Jefferson Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Jm Bench Press,Upper Arms,Triceps,Chest,Shoulders,Barbell
Muscle,Barbell Jump Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Lateral Lunge,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Low Bar Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Lunge,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Lying Back Of The Head Tricep Extension,Upper Arms,Triceps,Shoulders,,Barbell
Muscle,Barbell Lying Close-Grip Press,Upper Arms,Triceps,Chest,Shoulders,Barbell
Muscle,Barbell Lying Close-Grip Triceps Extension,Upper Arms,Triceps,Shoulders,,Barbell
Muscle,Barbell Lying Extension,Upper Arms,Triceps,Shoulders,,Barbell
Muscle,Barbell Lying Lifting (On Hip),Upper Legs,Glutes,Hamstrings,Quadriceps,Barbell
Muscle,Barbell Lying Preacher Curl,Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Lying Triceps Extension,Upper Arms,Triceps,Shoulders,,Barbell
Muscle,Barbell Lying Triceps Extension Skull Crusher,Upper Arms,Triceps,Shoulders,,Barbell
Muscle,Barbell Narrow Stance Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell One Arm Bent Over Row,Back,Upper Back,Biceps,Forearms,Barbell
Muscle,Barbell One Arm Floor Press,Upper Arms,Triceps,Chest,Shoulders,Barbell
Muscle,Barbell One Arm Side Deadlift,Upper Legs,Glutes,Hamstrings,Quadriceps,Barbell
Muscle,Barbell One Arm Snatch,Shoulders,Delts,Traps,Forearms,Barbell
Muscle,Barbell One Leg Squat,Upper Legs,Quads,Glutes,Hamstrings,Barbell
Muscle,Barbell Overhead Squat,Upper Legs,Quads,Glutes,Hamstrings,Barbell
Muscle,Barbell Palms Down Wrist Curl Over A Bench,Lower Arms,Forearms,Biceps,Brachialis,Barbell
Muscle,Barbell Palms Up Wrist Curl Over A Bench,Lower Arms,Forearms,Biceps,Shoulders,Barbell
Muscle,Barbell Pendlay Row,Back,Upper Back,Biceps,Forearms,Barbell
Muscle,Barbell Pin Presses,Upper Arms,Triceps,Shoulders,,Barbell
Muscle,Barbell Preacher Curl,Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Press Sit-Up,Core,Abs,Shoulders,Chest,Barbell
Muscle,Barbell Prone Incline Curl,Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Pullover,Back,Lats,Chest,Triceps,Barbell
Muscle,Barbell Pullover To Press,Back,Lats,Triceps,Chest,Barbell
Muscle,Barbell Rack Pull,Upper Legs,Glutes,Hamstrings,Lower Back,Barbell
Muscle,Barbell Rear Delt Raise,Shoulders,Delts,Traps,Rhomboids,Barbell
Muscle,Barbell Rear Delt Row,Shoulders,Delts,Trapezius,Rhomboids,Barbell
Muscle,Barbell Rear Lunge,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Rear Lunge V. 2,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Revers Wrist Curl V. 2,Lower Arms,Forearms,Biceps,Brachialis,Barbell
Muscle,Barbell Reverse Close-Grip Bench Press,Upper Arms,Triceps,Chest,Shoulders,Barbell
Muscle,Barbell Reverse Curl,Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Reverse Grip Bent Over Row,Back,Upper Back,Biceps,Forearms,Barbell
Muscle,Barbell Reverse Grip Decline Bench Press,Chest,Pectorals,Triceps,Shoulders,Barbell
Muscle,Barbell Reverse Grip Incline Bench Press,Chest,Pectorals,Triceps,Shoulders,Barbell
Muscle,Barbell Reverse Grip Incline Bench Row,Back,Upper Back,Biceps,Forearms,Barbell
Muscle,Barbell Reverse Grip Skullcrusher,Upper Arms,Triceps,Forearms,,Barbell
Muscle,Barbell Reverse Preacher Curl,Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Reverse Wrist Curl,Lower Arms,Forearms,Biceps,Brachialis,Barbell
Muscle,Barbell Rollerout,Core,Abs,Lower Back,,Barbell
Muscle,Barbell Rollerout From Bench,Core,Abs,Shoulders,Triceps,Barbell
Muscle,Barbell Romanian Deadlift,Upper Legs,Glutes,Hamstrings,Lower Back,Barbell
Muscle,Barbell Seated Behind Head Military Press,Shoulders,Delts,Triceps,Upper Back,Barbell
Muscle,Barbell Seated Bradford Rocky Press,Shoulders,Delts,Triceps,Upper Back,Barbell
Muscle,Barbell Seated Calf Raise,Lower Legs,Calves,Hamstrings,Quadriceps,Barbell
Muscle,Barbell Seated Calf Raise,Lower Legs,Calves,Hamstrings,,Barbell
Muscle,Barbell Seated Close Grip Behind Neck Triceps Extension,Upper Arms,Triceps,Shoulders,,Barbell
Muscle,Barbell Seated Close-Grip Concentration Curl,Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Seated Good Morning,Upper Legs,Glutes,Hamstrings,Lower Back,Barbell
Muscle,Barbell Seated Overhead Press,Shoulders,Delts,Triceps,Upper Back,Barbell
Muscle,Barbell Seated Overhead Triceps Extension,Upper Arms,Triceps,Shoulders,,Barbell
Muscle,Barbell Seated Twist,Core,Abs,Obliques,Lower Back,Barbell
Muscle,Barbell Shrug,Back,Traps,Shoulders,,Barbell
Muscle,Barbell Side Bent V. 2,Core,Abs,Obliques,Lower Back,Barbell
Muscle,Barbell Side Split Squat,Upper Legs,Quads,Glutes,Hamstrings,Barbell
Muscle,Barbell Side Split Squat V. 2,Upper Legs,Quads,Glutes,Hamstrings,Barbell
Muscle,Barbell Single Leg Deadlift,Upper Legs,Glutes,Hamstrings,Lower Back,Barbell
Muscle,Barbell Single Leg Split Squat,Upper Legs,Quads,Glutes,Hamstrings,Barbell
Muscle,Barbell Sitted Alternate Leg Raise,Core,Abs,Hip Flexors,,Barbell
Muscle,Barbell Sitted Alternate Leg Raise (Female),Core,Abs,Hip Flexors,Quadriceps,Barbell
Muscle,Barbell Skier,Shoulders,Delts,Triceps,Core,Barbell
Muscle,Barbell Speed Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Split Squat V. 2,Upper Legs,Quads,Glutes,Hamstrings,Barbell
Muscle,Barbell Squat (On Knees),Upper Legs,Quads,Glutes,Hamstrings,Barbell
Muscle,Barbell Squat Jump Step Rear Lunge,Upper Legs,Quads,Glutes,Hamstrings,Barbell
Muscle,Barbell Standing Ab Rollerout,Core,Abs,Shoulders,Lower Back,Barbell
Muscle,Barbell Standing Back Wrist Curl,Lower Arms,Forearms,Biceps,Shoulders,Barbell
Muscle,Barbell Standing Bradford Press,Shoulders,Delts,Triceps,Upper Back,Barbell
Muscle,Barbell Standing Calf Raise,Lower Legs,Calves,Hamstrings,Glutes,Barbell
Muscle,Barbell Standing Close Grip Curl,Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Standing Close Grip Military Press,Shoulders,Delts,Triceps,Upper Back,Barbell
Muscle,Barbell Standing Concentration Curl,Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Standing Front Raise Over Head,Shoulders,Delts,Triceps,Upper Back,Barbell
Muscle,Barbell Standing Leg Calf Raise,Lower Legs,Calves,Hamstrings,Glutes,Barbell
Muscle,Barbell Standing Overhead Triceps Extension,Upper Arms,Triceps,Shoulders,,Barbell
Muscle,Barbell Standing Reverse Grip Curl,Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Standing Rocking Leg Calf Raise,Lower Legs,Calves,Hamstrings,Quadriceps,Barbell
Muscle,Barbell Standing Twist,Core,Abs,Obliques,Lower Back,Barbell
Muscle,Barbell Standing Wide Grip Biceps Curl,Upper Arms,Biceps,Forearms,,Barbell
Muscle,Barbell Standing Wide Military Press,Shoulders,Delts,Triceps,Upper Back,Barbell
Muscle,Barbell Standing Wide-Grip Curl,Upper Arms,Biceps,Forearms,Shoulders,Barbell
Muscle,Barbell Step-Up,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Barbell Stiff Leg Good Morning,Upper Legs,Glutes,Hamstrings,Lower Back,Barbell
Muscle,Barbell Straight Leg Deadlift,Upper Legs,Hamstrings,Glutes,Lower Back,Barbell
Muscle,Barbell Sumo Deadlift,Upper Legs,Glutes,Hamstrings,Quadriceps,Barbell
Muscle,Barbell Thruster,Shoulders,Delts,Quadriceps,Glutes,Barbell
Muscle,Barbell Upright Row,Shoulders,Delts,Traps,Biceps,Barbell
Muscle,Barbell Upright Row V. 2,Shoulders,Delts,Traps,Biceps,Barbell
Muscle,Barbell Upright Row V. 3,Shoulders,Delts,Traps,Biceps,Barbell
Muscle,Barbell Wide Bench Press,Chest,Pectorals,Shoulders,Triceps,Barbell
Muscle,Barbell Wide Reverse Grip Bench Press,Chest,Pectorals,Triceps,Shoulders,Barbell
Muscle,Barbell Wide Squat,Upper Legs,Quads,Glutes,Hamstrings,Barbell
Muscle,Barbell Wide-Grip Upright Row,Shoulders,Delts,Traps,Biceps,Barbell
Muscle,Barbell Wrist Curl,Lower Arms,Forearms,Biceps,Brachialis,Barbell
Muscle,Barbell Wrist Curl V. 2,Lower Arms,Forearms,Biceps,Brachialis,Barbell
Muscle,Barbell Zercher Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Barbell
Muscle,Basic Toe Touch (Male),Upper Legs,Glutes,Hamstrings,Calves,None
Muscle,Battling Ropes,Shoulders,Delts,Forearms,Core,Rope
Cardio,Bear Crawl,Cardio,Cardio,Core,Shoulders,None
Muscle,Behind Head Chest Stretch,Chest,Pectorals,Shoulders,Triceps,Assisted
Muscle,Bench Dip (Knees Bent),Upper Arms,Triceps,Chest,Shoulders,None
Muscle,Bench Dip On Floor,Upper Arms,Triceps,Chest,Shoulders,None
Muscle,Bench Hip Extension,Upper Legs,Glutes,Hamstrings,,None
Muscle,Bench Pull-Ups,Back,Lats,Biceps,Forearms,None
Muscle,Bent Knee Lying Twist (Male),Upper Legs,Glutes,Obliques,Hip Flexors,None
Muscle,Biceps Leg Concentration Curl,Upper Arms,Biceps,Forearms,,None
Muscle,Biceps Narrow Pull-Ups,Upper Arms,Biceps,Forearms,Shoulders,None
Muscle,Biceps Pull-Up,Upper Arms,Biceps,Forearms,Shoulders,None
Muscle,Body-Up,Upper Arms,Triceps,Chest,Shoulders,None
Muscle,Bodyweight Drop Jump Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,None
Muscle,Bodyweight Incline Side Plank,Core,Abs,Obliques,Shoulders,None
Muscle,Bodyweight Kneeling Triceps Extension,Upper Arms,Triceps,Shoulders,Chest,None
Muscle,Bodyweight Side Lying Biceps Curl,Upper Arms,Biceps,Forearms,,None
Muscle,Bodyweight Squatting Row,Back,Upper Back,Biceps,Shoulders,None
Muscle,Bodyweight Squatting Row (With Towel),Back,Upper Back,Biceps,Shoulders,None
Muscle,Bodyweight Standing Calf Raise,Lower Legs,Calves,Ankles,Feet,None
Muscle,Bodyweight Standing Close-Grip One Arm Row,Back,Upper Back,Biceps,Forearms,None
Muscle,Bodyweight Standing Close-Grip Row,Back,Upper Back,Biceps,Forearms,None
Muscle,Bodyweight Standing One Arm Row,Back,Upper Back,Biceps,Forearms,None
Muscle,Bodyweight Standing One Arm Row (With Towel),Back,Upper Back,Biceps,Forearms,None
Muscle,Bodyweight Standing Row,Back,Upper Back,Biceps,Shoulders,None
Muscle,Bodyweight Standing Row (With Towel),Back,Upper Back,Biceps,Shoulders,None
Muscle,Bottoms-Up,Core,Abs,Obliques,Hip Flexors,None
Muscle,Box Jump Down With One Leg Stabilization,Lower Legs,Calves,Quadriceps,Hamstrings,None
Muscle,Bridge - Mountain Climber (Cross Body),Core,Abs,Glutes,Quadriceps,None
Cardio,Burpee,Cardio,Cardio,Quadriceps,Hamstrings,None
Muscle,Butt-Ups,Core,Abs,Hip Flexors,Lower Back,None
Muscle,Butterfly Yoga Pose,Upper Legs,Adductors,Hamstrings,Groin,None
Muscle,Cable Alternate Shoulder Press,Shoulders,Delts,Triceps,Upper Back,Cable
Muscle,Cable Alternate Triceps Extension,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Assisted Inverse Leg Curl,Upper Legs,Hamstrings,Glutes,Calves,Cable
Muscle,Cable Bar Lateral Pulldown,Back,Lats,Biceps,Rhomboids,Cable
Muscle,Cable Bench Press,Chest,Pectorals,Triceps,Shoulders,Cable
Muscle,Cable Close Grip Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Concentration Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Concentration Extension (On Knee),Upper Arms,Triceps,Forearms,,Cable
Muscle,Cable Cross-Over Lateral Pulldown,Back,Lats,Biceps,Rhomboids,Cable
Muscle,Cable Cross-Over Revers Fly,Shoulders,Delts,Rhomboids,Trapezius,Cable
Muscle,Cable Cross-Over Variation,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Deadlift,Upper Legs,Glutes,Hamstrings,Quadriceps,Cable
Muscle,Cable Decline Fly,Chest,Pectorals,Shoulders,Triceps,Cable
Muscle,Cable Decline One Arm Press,Chest,Pectorals,Triceps,Shoulders,Cable
Muscle,Cable Decline Press,Chest,Pectorals,Triceps,Shoulders,Cable
Muscle,Cable Decline Seated Wide-Grip Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Drag Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Floor Seated Wide-Grip Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Forward Raise,Shoulders,Delts,Triceps,Forearms,Cable
Muscle,Cable Front Raise,Shoulders,Delts,Triceps,Forearms,Cable
Muscle,Cable Front Shoulder Raise,Shoulders,Delts,Trapezius,Biceps,Cable
Muscle,Cable Hammer Curl (With Rope),Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable High Pulley Overhead Tricep Extension,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable High Row (Kneeling),Back,Upper Back,Biceps,Shoulders,Cable
Muscle,Cable Hip Adduction,Upper Legs,Adductors,Glutes,Quadriceps,Cable
Muscle,Cable Incline Bench Press,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Incline Bench Row,Back,Upper Back,Biceps,Rear Deltoids,Cable
Muscle,Cable Incline Fly,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Incline Fly (On Stability Ball),Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Incline Pushdown,Back,Lats,Triceps,Shoulders,Cable
Muscle,Cable Incline Triceps Extension,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Judo Flip,Core,Abs,Obliques,Shoulders,Cable
Muscle,Cable Kickback,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Kneeling Crunch,Core,Abs,Obliques,,Cable
Muscle,Cable Kneeling Rear Delt Row (With Rope) (Male),Shoulders,Delts,Trapezius,Rhomboids,Cable
Muscle,Cable Kneeling Triceps Extension,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Lat Pulldown Full Range Of Motion,Back,Lats,Biceps,Rhomboids,Cable
Muscle,Cable Lateral Pulldown (With Rope Attachment),Back,Lats,Biceps,Forearms,Cable
Muscle,Cable Lateral Pulldown With V-Bar,Back,Lats,Biceps,Forearms,Cable
Muscle,Cable Lateral Raise,Shoulders,Delts,Traps,Triceps,Cable
Muscle,Cable Low Fly,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Low Seated Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Lying Bicep Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Lying Close-Grip Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Lying Extension Pullover (With Rope Attachment),Back,Lats,Triceps,Shoulders,Cable
Muscle,Cable Lying Fly,Chest,Pectorals,Deltoids,Triceps,Cable
